37,18,0.27000,0.22000,672,405,0.0516454,0.1391843
37,18,0.28000,0.26000,615,438,0.0514856,0.1167013
37,18,0.28000,0.23000,650,429,0.0514612,0.1126414
37,18,0.28000,0.24000,647,395,0.0515010,0.1110908
37,20,0.28000,0.20000,657,405,0.0515266,0.1849794
37,19,0.28000,0.20000,691,384,0.0514298,0.1978802
38,18,0.28000,0.25000,692,374,0.0514866,0.2704236
38,18,0.28000,0.27000,697,359,0.0513094,0.3136582
37,20,0.29000,0.20000,697,412,0.0514354,0.1925283
38,20,0.29000,0.19000,679,398,0.0514722,0.1323639
37,21,0.28000,0.15000,616,459,0.0514656,0.0388538
35,19,0.28000,0.14000,588,441,0.0514138,0.0303261
35,18,0.29000,0.17000,592,446,0.0514304,0.0236316
36,18,0.29000,0.15000,582,443,0.0515066,0.0294466
36,20,0.30000,0.13000,598,442,0.0514096,0.0380788
36,20,0.29000,0.12000,682,435,0.0515008,0.0540192
36,19,0.29000,0.16000,611,449,0.0514612,0.0413500
35,20,0.29000,0.13000,632,429,0.0514296,0.0489375
35,30,0.32000,0.0813,582,460,0.0515390,0.0383535
32,30,0.31000,0.0157,698,420,0.0525850,0.3024456
32,30,0.31000,0.0124,669,424,0.0516776,0.1751512
33,30,0.31000,0.0344,696,425,0.0517226,0.1475614
33,30,0.31000,0.0245,630,428,0.0517095,0.0915499
36,30,0.32000,0.1000,697,422,0.0525160,0.2836323
36,31,0.33000,0.0170,632,423,0.0514740,0.1234128
34,32,0.33000,0.0182,698,423,0.0521572,0.1909539
34,32,0.33000,0.0097,691,420,0.0516376,0.1541020
36,31,0.33000,0.0170,646,420,0.0514828,0.1266896
34,32,0.33000,0.0182,639,425,0.0515890,0.1272390
34,32,0.33000,0.0097,563,449,0.0510589,0.1001882
35,20,0.27564,0.1148,647,359,0.0512386,0.1569023
35,22,0.28156,0.07194,646,408,0.0516826,0.0994837
33,23,0.2822,0.0464,660,342,0.0513902,0.1314745
34,18,0.27506,0.1706,636,420,0.0516212,0.0937017
36,18,0.27412,0.21196,636,414,0.0514396,0.0942295
42,14,0.27332,0.03651,697,374,0.0514304,0.1445646
41,16,0.27632,0.03347,690,300,0.0512504,0.2182478
41,16,0.27812,0.34886,647,332,0.0511742,0.1541795
38,19,0.28076,0.13493,667,316,0.0513896,0.2191756
39,18,0.27848,0.19955,585,421,0.0514852,0.0666623
35,20,0.27556,0.11489,591,377,0.0513362,0.0760624
35,22,0.28162,0.07174,590,423,0.0513894,0.0711241
33,23,0.28218,0.04643,595,353,0.051363,0.0759159
34,18,0.27518,0.17119,615,417,0.051408,0.0676923
36,18,0.27412,0.21196,561,460,0.0514774,0.015496
38,18,0.27254,0.20053,567,460,0.0513608,0.0225036
42,14,0.27316,0.36465,690,368,0.0516052,0.0368626
41,16,0.27634,0.33462,700,360,0.0518091,0.1262316
41,16,0.2786,0.35238,700,300,0.0512814,0.3016937
38,19,0.28024,0.13177,683,368,0.0516564,0.2170579
39,18,0.27858,0.02006,691,409,0.0515966,0.0802377
43,18,0.29594,0.16361,695,366,0.0514148,0.0833893
48,11,0.29348,0.3777,647,359,0.0512386,0.1569023
46,17,0.29676,0.1563,646,408,0.0516826,0.0994837
33,23,0.2822,0.0464,660,342,0.0513902,0.1314745
49,11,0.29904,0.03666,636,420,0.0516212,0.0937017
44,17,0.29862,0.0351,636,414,0.0514396,0.0942295
42,14,0.27332,0.03651,697,374,0.0514304,0.1445646
38,18,0.2977,0.13552,690,300,0.0512504,0.2182478
40,18,0.2954,0.16978,647,332,0.0511742,0.1541795
44,16,0.29924,0.03655,667,316,0.0513896,0.2191756
49,15,0.29428,0.2477,585,421,0.0514852,0.0666623
43,21,0.29409,0.1445,591,377,0.0513362,0.0760624
42,15,0.29296,0.01999,590,423,0.0513894,0.0711241
50,11,0.2934,0.26449,595,353,0.051363,0.0759159
45,21,0.32698,0.15329,615,417,0.051408,0.0676923
42,21,0.3229,0.16559,561,460,0.0514774,0.015496
43,10,0.28146,0.04638,567,460,0.0513608,0.0225036
39,15,0.29244,0.2182,690,368,0.0516052,0.0368626
50,14,0.29978,0.0419,700,360,0.0518091,0.1262316
50,17,0.30942,0.03385,700,300,0.0512814,0.3016937
50,14,0.2992,0.03963,683,368,0.0516564,0.2170579
50,17,0.3113,0.03514,691,409,0.0515966,0.0802377
50,14,0.2993,0.27239,695,366,0.0514148,0.0833893
50,16,0.30978,0.04547,691,409,0.0515966,0.0802377
39,23,0.3074,0.14045,695,366,0.0514148,0.0833893
32,26,0.29394,0.01421,652,367,0.051404,0.0584639
32,27,0.29684,0.01599,648,454,0.0514684,0.0476998
34,27,0.30136,0.02145,655,439,0.0514712,0.042592
34,25,0.3012,0.02398,652,435,0.0513234,0.0526424
34,26,0.30246,0.01644,579,451,0.0514152,0.0307006
34,26,0.30076,0.01809,572,454,0.0514978,0.0235724
33,26,0.29466,0.01884,643,392,0.051394,0.0785367
32,26,0.29484,0.01444,668,415,0.0513956,0.0718162
33,27,0.29722,0.01427,671,408,0.0514256,0.0988335
33,27,0.29758,0.01233,668,426,0.051475,0.0799871
32,27,0.29476,0.01159,594,453,0.0514704,0.0298966
34,26,0.29537,0.01547,655,428,0.0514742,0.0637096
32,26,0.29546,0.01723,591,459,0.0514438,0.016316
32,27,0.29392,0.01056,661,410,0.051403,0.0445764
35,26,0.29888,0.0234,658,371,0.0514314,0.0511847
34,26,0.29602,0.02023,630,400,0.0513356,0.0430474
33,26,0.29824,0.02305,620,448,0.0514722,0.0313912
34,27,0.30425,0.02548,592,422,0.0518033,0.0522721
39,30,0.34632,0.02966,598,430,0.0515016,0.0273085
39,30,0.34266,0.04432,571,437,0.0514546,0.022638
39,32,0.35184,0.03136,579,439,0.0514228,0.0204697
40,32,0.35462,0.03571,591,421,0.0514958,0.0311242
45,26,0.33186,0.14913,692,424,0.0519804,0.1370274
47,22,0.3342,0.27626,699,423,0.0520972,0.1217357
43,26,0.33428,0.13972,695,426,0.0515714,0.0682092
46,24,0.33722,0.15423,688,420,0.0520206,0.0955911
43,25,0.33714,0.14657,700,421,0.0517376,0.0958758
45,26,0.33616,0.15042,700,421,0.0517376,0.0958758
